frame,dx,dy,scale,angle,cum_x,cum_y,cum_scale,cum_angle,inliers,interpolated
282,-19.316943,-0.297485,1.000831,-0.008945,-39.539623,29.227468,0.999104,-0.757083,123,0
283,-23.345520,0.959292,0.998648,-0.051878,-62.885143,30.186760,0.997754,-0.808961,83,0
284,-27.054968,-0.757094,1.004040,-0.054906,-89.940111,29.429667,1.001784,-0.863867,101,0
285,-28.842511,-1.044242,1.000852,0.058365,-118.782622,28.385424,1.002638,-0.805502,68,0
286,-33.939266,0.415591,0.997675,0.067818,-152.721888,28.801015,1.000307,-0.737684,66,0
287,-36.412982,-0.936546,1.000329,0.070326,-189.134869,27.864470,1.000636,-0.667358,78,0
288,-33.805952,1.169555,0.998453,-0.034416,-222.940822,29.034025,0.999089,-0.701774,82,0
289,-35.550835,1.840845,0.998581,-0.102733,-258.491657,30.874870,0.997671,-0.804508,61,0
290,-0.916285,0.066125,1.000024,0.005951,-259.407943,30.940995,0.997696,-0.798556,72,0
291,0.071520,-0.816670,1.000439,0.058614,-259.336422,30.124325,0.998133,-0.739943,92,0
292,-0.627505,-0.018066,1.000451,-0.002710,-259.963928,30.106259,0.998583,-0.742653,108,0
293,-0.384979,-0.264922,1.000267,0.011738,-260.348907,29.841337,0.998850,-0.730915,107,0
294,-0.622780,0.471645,1.000246,-0.046336,-260.971687,30.312982,0.999095,-0.777250,122,0
295,-0.683206,-0.326251,1.001068,0.033351,-261.654892,29.986731,1.000163,-0.743900,97,0
296,-0.505682,-0.638376,1.000707,0.044825,-262.160574,29.348355,1.000869,-0.699075,163,0
297,-0.169632,0.001622,0.999653,-0.005061,-262.330206,29.349977,1.000523,-0.704136,149,0
298,-0.356113,0.359494,1.000060,-0.035870,-262.686319,29.709470,1.000583,-0.740006,128,0
299,-1.340386,-0.593005,1.001327,0.000918,-264.026705,29.116465,1.001910,-0.739088,101,0
300,0.206768,-0.398700,0.999908,0.035213,-263.819937,28.717765,1.001819,-0.703875,138,0
301,-0.193337,-0.227639,1.000222,0.024237,-264.013275,28.490126,1.002042,-0.679638,143,0
302,-0.375486,0.120243,1.000047,-0.027649,-264.388761,28.610369,1.002088,-0.707287,142,0
303,-0.430486,-0.219406,1.000530,-0.005145,-264.819247,28.390964,1.002619,-0.712433,155,0
304,-0.807212,0.346681,1.000549,-0.050142,-265.626459,28.737645,1.003170,-0.762574,196,0
305,0.540322,-0.097013,0.999327,0.032659,-265.086136,28.640631,1.002494,-0.729915,213,0
306,-0.572536,0.188993,1.000578,-0.022967,-265.658672,28.829625,1.003074,-0.752882,217,0
307,-0.485717,-0.387364,1.000720,0.014760,-266.144389,28.442260,1.003796,-0.738121,278,0
308,-0.049567,-0.005518,0.999796,0.003351,-266.193956,28.436742,1.003591,-0.734771,298,0
309,0.267131,0.278683,0.999422,-0.009897,-265.926824,28.715425,1.003011,-0.744667,311,0
310,-0.041646,0.303737,1.000012,-0.011143,-265.968470,29.019161,1.003023,-0.755811,325,0
311,-0.095330,-0.338049,1.000010,0.018124,-266.063800,28.681112,1.003033,-0.737687,302,0
312,-0.374478,-0.045898,1.000457,-0.003089,-266.438278,28.635214,1.003491,-0.740776,318,0
313,0.004335,-0.328231,0.999917,0.018942,-266.433944,28.306983,1.003408,-0.721834,290,0
314,0.111245,-0.037389,0.999801,0.007258,-266.322699,28.269594,1.003209,-0.714576,304,0
315,0.074490,-0.036782,0.999898,0.014635,-266.248209,28.232812,1.003106,-0.699940,298,0
316,-0.340661,-0.083881,1.000355,-0.002097,-266.588870,28.148930,1.003462,-0.702037,295,0
317,-0.046621,-0.052587,0.999759,0.006300,-266.635491,28.096344,1.003221,-0.695737,316,0
318,-0.061719,0.115734,0.999936,-0.004585,-266.697210,28.212078,1.003156,-0.700322,369,0
319,-0.085531,-0.263412,1.000159,0.031018,-266.782741,27.948665,1.003315,-0.669303,415,0
320,-0.087939,-0.100678,0.999861,0.008358,-266.870679,27.847987,1.003175,-0.660945,411,0
321,-0.264887,0.089596,0.999825,-0.034715,-267.135566,27.937583,1.003000,-0.695660,345,0
322,-0.045900,0.123102,0.999838,-0.001990,-267.181467,28.060685,1.002838,-0.697650,367,0
323,-0.001977,0.002520,0.999998,-0.000212,-267.183444,28.063205,1.002836,-0.697862,500,0
324,-0.117567,-0.338040,0.999783,0.024121,-267.301010,27.725165,1.002618,-0.673741,341,0
325,-0.172389,0.023563,1.000113,-0.006224,-267.473399,27.748728,1.002732,-0.679965,342,0
326,-0.092822,0.074148,0.999894,-0.001520,-267.566222,27.822876,1.002626,-0.681485,329,0
327,0.226950,0.180032,0.999236,-0.004777,-267.339272,28.002908,1.001860,-0.686263,319,0
328,-0.345560,-0.109696,1.000141,0.005174,-267.684832,27.893212,1.002001,-0.681089,292,0
329,-0.302679,0.019295,1.000012,-0.024711,-267.987511,27.912507,1.002014,-0.705800,274,0
330,0.052657,0.264552,0.999658,-0.007219,-267.934853,28.177058,1.001671,-0.713018,313,0
331,0.000845,-0.091843,0.999977,0.010500,-267.934009,28.085216,1.001648,-0.702518,311,0
332,-0.592587,-0.196282,1.000572,0.023642,-268.526596,27.888933,1.002221,-0.678877,281,0
333,0.234656,-0.093750,0.999544,0.027432,-268.291940,27.795184,1.001763,-0.651445,347,0
334,-0.413195,0.114897,1.000059,-0.003572,-268.705135,27.910081,1.001823,-0.655017,344,0
335,-0.283218,-0.379279,1.000667,0.041749,-268.988353,27.530802,1.002491,-0.613268,241,0
336,-0.133337,-0.097457,0.999478,0.017685,-269.121691,27.433345,1.001968,-0.595582,420,0
337,-0.003972,-0.009929,1.000013,0.000285,-269.125662,27.423416,1.001981,-0.595297,500,0
338,-0.014961,-0.444192,0.999702,0.056141,-269.140623,26.979224,1.001682,-0.539156,401,0
339,-0.142689,-0.105763,0.999751,0.021672,-269.283312,26.873461,1.001433,-0.517484,424,0
340,-0.315459,-0.075348,1.000071,0.003363,-269.598771,26.798113,1.001504,-0.514120,403,0
341,-0.014598,0.082871,0.999521,0.014524,-269.613369,26.880985,1.001024,-0.499596,440,0
342,0.000477,0.001131,0.999998,-0.000096,-269.612892,26.882116,1.001022,-0.499692,500,0
343,0.094270,-0.242437,0.999687,0.038091,-269.518622,26.639679,1.000708,-0.461601,361,0
344,-0.157779,-0.247270,0.999965,0.024907,-269.676401,26.392409,1.000673,-0.436694,456,0
345,0.054024,-0.119695,0.999737,0.021465,-269.622377,26.272714,1.000410,-0.415229,460,0
346,-0.063106,0.024190,0.999804,0.008174,-269.685483,26.296904,1.000213,-0.407055,450,0
347,0.000551,0.000550,0.999996,0.000012,-269.684932,26.297454,1.000209,-0.407043,500,0
348,-0.426615,-0.257634,1.000443,0.012633,-270.111548,26.039820,1.000653,-0.394410,375,0
349,-0.025673,-0.118774,0.999937,0.019278,-270.137221,25.921046,1.000589,-0.375132,442,0
350,-0.012840,0.138464,0.999785,-0.000914,-270.150061,26.059510,1.000374,-0.376046,420,0
351,-0.026635,0.017607,0.999846,-0.000021,-270.176696,26.077118,1.000220,-0.376067,457,0
352,-0.384885,0.033745,1.000310,-0.007599,-270.561582,26.110863,1.000531,-0.383666,296,0
353,-0.371427,0.328640,1.000293,-0.019427,-270.933009,26.439503,1.000823,-0.403093,458,0
354,0.028226,-0.080802,0.999971,0.003170,-270.904783,26.358701,1.000794,-0.399924,463,0
355,-0.267836,-0.051057,1.000201,-0.001892,-271.172618,26.307644,1.000996,-0.401815,471,0
356,-0.210278,-0.123884,1.000213,0.003862,-271.382896,26.183760,1.001209,-0.397953,469,0
357,-0.115367,-0.094071,1.000060,0.007798,-271.498263,26.089689,1.001270,-0.390155,482,0
358,-0.107563,-0.025558,0.999955,0.000337,-271.605826,26.064131,1.001225,-0.389818,480,0
359,-0.022034,0.015574,1.000075,-0.002582,-271.627860,26.079705,1.001300,-0.392400,479,0
360,0.240497,-0.107105,0.999787,0.014733,-271.387363,25.972600,1.001087,-0.377667,438,0
361,-0.192280,-0.121460,1.000263,0.007261,-271.579643,25.851140,1.001350,-0.370406,457,0
362,0.435579,-0.145923,0.999254,0.016878,-271.144065,25.705217,1.000603,-0.353528,404,0
363,-1.404668,-2.990384,1.007737,0.098092,-272.548733,22.714833,1.008345,-0.255436,42,0
364,-0.812823,-0.090182,1.000498,0.000962,-273.361556,22.624651,1.008847,-0.254474,248,0
365,-0.971217,-0.349025,1.001307,0.008767,-274.332773,22.275626,1.010165,-0.245708,233,0
366,-0.012912,0.002008,1.000010,-0.000641,-274.345686,22.277634,1.010175,-0.246348,500,0
367,-16.747394,0.220913,0.999796,-0.010128,-291.093079,22.498546,1.009969,-0.256476,191,0
368,-0.002222,-0.001269,1.000002,0.000051,-291.095301,22.497278,1.009971,-0.256426,500,0
369,-0.038477,0.598989,0.999511,-0.039100,-291.133779,23.096267,1.009477,-0.295525,176,0
370,-0.323167,0.013082,1.000298,0.004612,-291.456946,23.109349,1.009778,-0.290914,239,0
371,-0.618707,-0.185985,1.000841,0.007162,-292.075653,22.923364,1.010627,-0.283751,215,0
372,-0.407943,-0.491372,1.000243,0.042397,-292.483596,22.431992,1.010872,-0.241355,265,0
373,-0.939100,0.184531,1.000874,-0.025747,-293.422696,22.616523,1.011756,-0.267101,223,0
374,-10.462101,0.127466,1.001828,-0.107045,-303.884797,22.743990,1.013605,-0.374146,216,0
375,-7.439143,-0.303071,0.999459,0.078593,-311.323940,22.440919,1.013056,-0.295553,163,0
376,-0.600710,-0.059286,1.000471,-0.006208,-311.924650,22.381633,1.013534,-0.301761,257,0
377,-0.696862,-0.197965,1.000709,0.002377,-312.621512,22.183668,1.014253,-0.299384,260,0
378,-0.301364,0.122879,1.000027,-0.004574,-312.922876,22.306546,1.014280,-0.303958,249,0
379,-2.034591,-2.694458,1.002994,0.159403,-314.957467,19.612088,1.017316,-0.144555,329,0
380,-1.088535,-1.247300,1.001257,0.084850,-316.046002,18.364788,1.018595,-0.059704,434,0
381,-0.763749,-0.334946,1.000653,0.014727,-316.809751,18.029843,1.019261,-0.044978,495,0
382,0.023842,-0.011274,1.000154,-0.000575,-316.785909,18.018569,1.019418,-0.045553,497,0
383,-0.019748,0.097461,1.000057,-0.008848,-316.805657,18.116030,1.019476,-0.054401,500,0
384,0.546589,0.595783,0.999608,-0.046684,-316.259068,18.711813,1.019076,-0.101085,499,0
385,0.265794,0.167955,0.999942,-0.017140,-315.993275,18.879769,1.019017,-0.118225,499,0
386,-0.001112,-0.000793,1.000000,0.000041,-315.994387,18.878976,1.019017,-0.118184,500,0
387,0.626641,1.310314,0.999337,-0.098768,-315.367745,20.189290,1.018341,-0.216952,456,0
388,0.278557,0.578330,0.999928,-0.062280,-315.089188,20.767620,1.018268,-0.279232,482,0
389,0.430054,0.738500,0.999567,-0.065297,-314.659134,21.506120,1.017827,-0.344529,456,0
390,0.966694,0.879287,0.998907,-0.064209,-313.692441,22.385407,1.016714,-0.408737,474,0
391,0.143789,0.214868,1.000105,-0.027804,-313.548651,22.600275,1.016821,-0.436541,489,0
