frame,dx,dy,scale,angle,cum_x,cum_y,cum_scale,cum_angle,inliers
293,-0.110046,0.074913,1.000066,-0.000392,-67.157552,-47.106527,1.095181,3.732485,98
294,-0.268408,0.140345,1.000122,-0.018483,-67.425961,-46.966182,1.095314,3.714001,137
295,-0.129401,0.098508,1.000184,-0.011082,-67.555362,-46.867674,1.095516,3.702919,124
296,-0.069711,-0.064040,0.999904,0.010603,-67.625073,-46.931713,1.095411,3.713523,153
297,-0.041195,0.145416,0.999966,0.000282,-67.666268,-46.786298,1.095374,3.713804,122
298,0.113968,0.120504,0.999743,-0.006635,-67.552300,-46.665794,1.095092,3.707169,145
299,-0.087584,0.422547,0.999865,-0.028977,-67.639884,-46.243247,1.094944,3.678192,106
300,0.006564,0.053409,0.999916,-0.008926,-67.633320,-46.189838,1.094852,3.669266,137
301,-0.106059,0.001026,1.000017,-0.005271,-67.739379,-46.188811,1.094871,3.663995,162
302,-0.241827,0.486322,1.000043,-0.030809,-67.981206,-45.702489,1.094918,3.633186,149
303,-0.111058,-0.032605,1.000110,-0.003351,-68.092264,-45.735094,1.095039,3.629834,171
304,-0.134045,1.303171,0.999507,-0.087949,-68.226309,-44.431923,1.094499,3.541885,114
305,-0.234632,-0.082489,1.000179,0.012969,-68.460941,-44.514412,1.094695,3.554854,178
306,-0.051517,0.243952,0.999823,-0.019045,-68.512458,-44.270460,1.094501,3.535809,183
307,-0.007926,-0.026220,0.999994,0.001806,-68.520384,-44.296680,1.094494,3.537615,187
308,-0.066227,-0.024563,0.999971,0.000127,-68.586611,-44.321243,1.094463,3.537742,211
309,0.026594,0.263171,0.999727,-0.013432,-68.560017,-44.058072,1.094164,3.524310,198
310,-0.020945,0.304789,0.999931,-0.011018,-68.580962,-43.753283,1.094089,3.513292,224
311,-0.042459,0.050934,0.999816,0.000269,-68.623421,-43.702349,1.093887,3.513561,215
312,-0.213901,0.249376,1.000117,-0.017539,-68.837323,-43.452973,1.094015,3.496022,217
313,0.040323,-0.190322,0.999930,0.014611,-68.797000,-43.643295,1.093938,3.510633,208
314,-0.153252,0.018728,0.999977,-0.011191,-68.950252,-43.624567,1.093913,3.499442,194
315,0.092688,0.114133,0.999802,-0.006998,-68.857564,-43.510433,1.093697,3.492444,208
316,-0.194399,0.020051,1.000027,-0.013261,-69.051963,-43.490382,1.093727,3.479182,230
317,-0.199276,0.204871,1.000132,-0.016639,-69.251239,-43.285512,1.093871,3.462544,212
318,0.112447,-0.119202,0.999925,0.013257,-69.138793,-43.404714,1.093789,3.475801,229
319,-0.129710,-0.050541,1.000023,0.005154,-69.268502,-43.455255,1.093814,3.480955,243
320,-0.022935,-0.073895,0.999922,0.002063,-69.291437,-43.529149,1.093729,3.483018,207
321,-0.026977,0.002310,0.999776,-0.004131,-69.318414,-43.526840,1.093484,3.478887,226
322,0.138995,-0.010311,0.999938,0.019808,-69.179419,-43.537150,1.093416,3.498694,227
323,0.000974,0.001310,0.999997,-0.000015,-69.178445,-43.535840,1.093413,3.498679,400
324,-0.122438,-0.115587,0.999906,0.011984,-69.300883,-43.651427,1.093310,3.510663,245
325,0.128206,-0.110268,0.999851,0.017279,-69.172677,-43.761695,1.093147,3.527942,239
326,-0.027138,-0.026756,0.999888,0.005365,-69.199815,-43.788451,1.093024,3.533308,244
327,0.035030,0.054978,0.999985,-0.009080,-69.164785,-43.733473,1.093008,3.524227,203
328,-0.162191,0.033530,1.000007,-0.006462,-69.326976,-43.699942,1.093015,3.517765,221
329,-0.062752,-0.137003,1.000070,0.012218,-69.389727,-43.836945,1.093092,3.529983,220
330,-0.008842,0.109420,0.999821,-0.002977,-69.398569,-43.727525,1.092896,3.527006,262
331,0.072499,0.133032,0.999739,0.001350,-69.326070,-43.594493,1.092611,3.528356,229
332,0.081690,-0.140960,0.999883,0.021760,-69.244380,-43.735452,1.092483,3.550117,265
333,-0.047926,-0.260150,0.999997,0.016355,-69.292306,-43.995603,1.092480,3.566472,256
334,-0.256223,0.129574,1.000099,-0.010833,-69.548529,-43.866028,1.092588,3.555639,265
335,-0.152338,0.266582,0.999840,-0.012901,-69.700867,-43.599447,1.092413,3.542738,200
336,-0.225607,-0.174790,0.999983,0.011335,-69.926474,-43.774236,1.092394,3.554073,330
337,-0.005227,0.002991,1.000003,-0.000349,-69.931701,-43.771246,1.092397,3.553724,400
338,-0.283788,-0.264955,1.000123,0.017395,-70.215488,-44.036201,1.092532,3.571119,309
339,-0.189562,-0.062385,1.000054,0.010402,-70.405051,-44.098586,1.092591,3.581521,337
340,-0.167307,0.012785,1.000154,0.002564,-70.572358,-44.085800,1.092760,3.584085,309
341,-0.232917,0.116097,1.000006,-0.006656,-70.805274,-43.969703,1.092766,3.577430,351
342,-0.000019,0.000408,0.999999,-0.000056,-70.805293,-43.969295,1.092765,3.577373,400
343,0.040812,-0.054408,0.999691,0.008844,-70.764480,-44.023703,1.092427,3.586218,288
344,-0.093771,-0.034805,0.999926,0.002807,-70.858251,-44.058508,1.092346,3.589024,364
345,-0.121433,0.020273,0.999943,0.000148,-70.979684,-44.038235,1.092284,3.589173,346
346,-0.078423,-0.006867,0.999986,0.008414,-71.058107,-44.045102,1.092269,3.597587,361
347,-0.000486,-0.000110,0.999999,0.000061,-71.058593,-44.045213,1.092268,3.597648,400
348,-0.120697,0.165739,0.999840,-0.008590,-71.179290,-43.879474,1.092093,3.589058,292
349,-0.186499,-0.156809,1.000280,0.010041,-71.365788,-44.036283,1.092399,3.599099,332
350,-0.033340,-0.017638,0.999976,0.007169,-71.399128,-44.053921,1.092372,3.606268,352
351,-0.108758,0.048394,1.000030,-0.006207,-71.507886,-44.005527,1.092405,3.600061,353
352,0.043832,0.104427,0.999815,-0.000160,-71.464054,-43.901100,1.092203,3.599901,272
353,-0.036510,0.161098,0.999944,-0.005973,-71.500564,-43.740001,1.092142,3.593928,358
354,-0.050597,0.002312,1.000063,-0.000677,-71.551160,-43.737689,1.092211,3.593251,366
355,-0.147509,0.013233,1.000178,0.001941,-71.698669,-43.724456,1.092405,3.595192,374
356,-0.060264,-0.063821,1.000015,0.007361,-71.758933,-43.788277,1.092421,3.602553,372
357,0.008396,-0.043983,1.000004,0.006950,-71.750537,-43.832260,1.092426,3.609503,375
358,-0.152421,-0.169437,1.000094,0.005135,-71.902958,-44.001697,1.092528,3.614638,384
359,0.014260,0.048675,0.999990,-0.000747,-71.888698,-43.953022,1.092518,3.613891,381
360,0.054808,-0.058175,0.999957,0.002189,-71.833890,-44.011197,1.092471,3.616081,359
361,-0.001090,-0.115824,1.000050,0.003949,-71.834980,-44.127020,1.092526,3.620030,384
362,-0.111713,0.144510,0.999676,-0.009841,-71.946693,-43.982511,1.092172,3.610189,220
363,-0.310722,0.078258,1.000395,0.016903,-72.257415,-43.904253,1.092603,3.627091,30
364,-0.730352,0.017734,1.000327,-0.006616,-72.987767,-43.886519,1.092960,3.620475,195
365,-0.376939,0.169101,1.000226,-0.016760,-73.364706,-43.717418,1.093208,3.603715,197
366,-0.007716,0.006159,1.000001,-0.000613,-73.372421,-43.711260,1.093209,3.603103,400
367,-0.184739,0.345597,1.000077,-0.026519,-73.557160,-43.365663,1.093294,3.576584,166
368,0.000897,-0.002345,1.000000,0.000194,-73.556263,-43.368008,1.093294,3.576778,400
369,-17.758766,-0.172808,1.000302,0.006320,-91.315029,-43.540816,1.093623,3.583098,141
370,0.128336,-0.098039,0.999883,0.018937,-91.186693,-43.638855,1.093495,3.602035,207
371,0.623586,-0.139427,0.999573,0.022553,-90.563107,-43.778281,1.093029,3.624588,153
372,-0.346051,-0.138330,1.000118,0.010942,-90.909158,-43.916611,1.093158,3.635530,213
373,-0.482903,-0.023386,1.000468,-0.005750,-91.392061,-43.939997,1.093669,3.629780,190
374,0.286920,-0.178815,0.999662,0.018898,-91.105141,-44.118812,1.093300,3.648678,174
375,-10.533720,-4.761073,1.008672,0.130870,-101.638861,-48.879884,1.102781,3.779547,71
376,-0.342779,0.236277,1.000073,-0.018345,-101.981640,-48.643607,1.102862,3.761203,188
377,-0.359222,-0.163041,1.000250,0.008332,-102.340862,-48.806648,1.103138,3.769535,202
378,-0.178840,0.034178,0.999972,-0.003253,-102.519702,-48.772470,1.103106,3.766281,146
379,-3.457953,-2.485439,1.003516,0.100001,-105.977655,-51.257910,1.106985,3.866283,281
380,-0.869915,-0.455853,1.000751,0.019456,-106.847570,-51.713762,1.107816,3.885739,304
381,-0.711040,-0.177500,1.000581,0.002064,-107.558610,-51.891262,1.108460,3.887803,371
382,0.111229,0.071648,0.999957,-0.002998,-107.447381,-51.819614,1.108411,3.884804,397
383,0.068403,0.072483,0.999967,-0.004106,-107.378978,-51.747131,1.108375,3.880698,398
384,0.695929,0.382332,0.999547,-0.020026,-106.683049,-51.364799,1.107873,3.860672,388
385,0.366210,0.153461,0.999774,-0.007465,-106.316839,-51.211338,1.107622,3.853207,400
386,-0.000398,-0.000168,1.000000,0.000012,-106.317237,-51.211506,1.107622,3.853219,400
387,0.761598,0.382523,0.999729,-0.020989,-105.555639,-50.828983,1.107321,3.832230,325
388,0.641719,0.227012,0.999784,-0.020643,-104.913920,-50.601971,1.107083,3.811586,371
389,0.717397,0.302089,0.999585,-0.018307,-104.196523,-50.299882,1.106623,3.793280,354
390,1.220046,0.334671,0.999098,-0.017676,-102.976477,-49.965211,1.105624,3.775604,359
391,0.367161,0.071598,0.999893,-0.006974,-102.609317,-49.893614,1.105506,3.768630,394
