frame,dx,dy,scale,angle,cum_x,cum_y,cum_scale,cum_angle,inliers
292,-0.627505,-0.018066,1.000451,-0.002710,-87.990435,466.161495,0.543840,-27.187347,108
293,-0.384979,-0.264922,1.000267,0.011738,-88.375414,465.896573,0.543986,-27.175609,107
294,-0.622780,0.471645,1.000246,-0.046336,-88.998194,466.368218,0.544119,-27.221945,122
295,-0.683206,-0.326251,1.001068,0.033351,-89.681400,466.041967,0.544701,-27.188594,97
296,-0.505682,-0.638376,1.000707,0.044825,-90.187082,465.403591,0.545086,-27.143769,163
297,-0.169632,0.001622,0.999653,-0.005061,-90.356714,465.405213,0.544897,-27.148830,149
298,-0.356113,0.359494,1.000060,-0.035870,-90.712827,465.764706,0.544929,-27.184700,128
299,-1.340386,-0.593005,1.001327,0.000918,-92.053213,465.171701,0.545653,-27.183783,101
300,0.206768,-0.398700,0.999908,0.035213,-91.846445,464.773001,0.545603,-27.148570,138
301,-0.193337,-0.227639,1.000222,0.024237,-92.039782,464.545362,0.545724,-27.124333,143
302,-0.375486,0.120243,1.000047,-0.027649,-92.415268,464.665605,0.545749,-27.151982,142
303,-0.430486,-0.219406,1.000530,-0.005145,-92.845755,464.446200,0.546038,-27.157127,155
304,-0.807212,0.346681,1.000549,-0.050142,-93.652966,464.792881,0.546338,-27.207269,196
305,0.540322,-0.097013,0.999327,0.032659,-93.112644,464.695867,0.545971,-27.174610,213
306,-0.572536,0.188993,1.000578,-0.022967,-93.685180,464.884861,0.546286,-27.197576,217
307,-0.485717,-0.387364,1.000720,0.014760,-94.170896,464.497496,0.546679,-27.182816,278
308,-0.049567,-0.005518,0.999796,0.003351,-94.220463,464.491978,0.546568,-27.179465,298
309,0.267131,0.278683,0.999422,-0.009897,-93.953332,464.770661,0.546252,-27.189362,311
310,-0.041646,0.303737,1.000012,-0.011143,-93.994978,465.074397,0.546258,-27.200505,325
311,-0.095330,-0.338049,1.000010,0.018124,-94.090308,464.736348,0.546264,-27.182381,302
312,-0.374478,-0.045898,1.000457,-0.003089,-94.464786,464.690450,0.546513,-27.185470,318
313,0.004335,-0.328231,0.999917,0.018942,-94.460451,464.362219,0.546468,-27.166528,290
314,0.111245,-0.037389,0.999801,0.007258,-94.349206,464.324830,0.546360,-27.159270,304
315,0.074490,-0.036782,0.999898,0.014635,-94.274716,464.288048,0.546304,-27.144635,298
316,-0.340661,-0.083881,1.000355,-0.002097,-94.615377,464.204166,0.546498,-27.146731,295
317,-0.046621,-0.052587,0.999759,0.006300,-94.661998,464.151580,0.546366,-27.140431,316
318,-0.061719,0.115734,0.999936,-0.004585,-94.723718,464.267314,0.546331,-27.145016,369
319,-0.085531,-0.263412,1.000159,0.031018,-94.809248,464.003901,0.546418,-27.113997,415
320,-0.087939,-0.100678,0.999861,0.008358,-94.897187,463.903223,0.546341,-27.105640,411
321,-0.264887,0.089596,0.999825,-0.034715,-95.162074,463.992819,0.546246,-27.140355,345
322,-0.045900,0.123102,0.999838,-0.001990,-95.207974,464.115921,0.546158,-27.142345,367
323,-0.001977,0.002520,0.999998,-0.000212,-95.209951,464.118441,0.546157,-27.142557,500
324,-0.117567,-0.338040,0.999783,0.024121,-95.327518,463.780401,0.546038,-27.118436,341
325,-0.172389,0.023563,1.000113,-0.006224,-95.499907,463.803964,0.546100,-27.124660,342
326,-0.092822,0.074148,0.999894,-0.001520,-95.592729,463.878112,0.546042,-27.126180,329
327,0.226950,0.180032,0.999236,-0.004777,-95.365780,464.058144,0.545625,-27.130957,319
328,-0.345560,-0.109696,1.000141,0.005174,-95.711339,463.948448,0.545702,-27.125783,292
329,-0.302679,0.019295,1.000012,-0.024711,-96.014018,463.967743,0.545709,-27.150494,274
330,0.052657,0.264552,0.999658,-0.007219,-95.961361,464.232294,0.545522,-27.157713,313
331,0.000845,-0.091843,0.999977,0.010500,-95.960516,464.140452,0.545509,-27.147213,311
332,-0.592587,-0.196282,1.000572,0.023642,-96.553104,463.944169,0.545821,-27.123571,281
333,0.234656,-0.093750,0.999544,0.027432,-96.318448,463.850420,0.545572,-27.096139,347
334,-0.413195,0.114897,1.000059,-0.003572,-96.731643,463.965317,0.545605,-27.099711,344
335,-0.283218,-0.379279,1.000667,0.041749,-97.014861,463.586038,0.545969,-27.057962,241
336,-0.133337,-0.097457,0.999478,0.017685,-97.148198,463.488581,0.545684,-27.040277,420
337,-0.003972,-0.009929,1.000013,0.000285,-97.152170,463.478652,0.545691,-27.039992,500
338,-0.014961,-0.444192,0.999702,0.056141,-97.167131,463.034460,0.545528,-26.983850,401
339,-0.142689,-0.105763,0.999751,0.021672,-97.309820,462.928697,0.545392,-26.962178,424
340,-0.315459,-0.075348,1.000071,0.003363,-97.625279,462.853349,0.545431,-26.958814,403
341,-0.014598,0.082871,0.999521,0.014524,-97.639877,462.936221,0.545170,-26.944290,440
342,0.000477,0.001131,0.999998,-0.000096,-97.639400,462.937352,0.545169,-26.944386,500
343,0.094270,-0.242437,0.999687,0.038091,-97.545130,462.694915,0.544998,-26.906295,361
344,-0.157779,-0.247270,0.999965,0.024907,-97.702909,462.447645,0.544978,-26.881388,456
345,0.054024,-0.119695,0.999737,0.021465,-97.648885,462.327950,0.544835,-26.859923,460
346,-0.063106,0.024190,0.999804,0.008174,-97.711991,462.352140,0.544728,-26.851750,450
347,0.000551,0.000550,0.999996,0.000012,-97.711440,462.352690,0.544726,-26.851737,500
348,-0.426615,-0.257634,1.000443,0.012633,-98.138055,462.095056,0.544968,-26.839104,375
349,-0.025673,-0.118774,0.999937,0.019278,-98.163728,461.976282,0.544933,-26.819826,442
350,-0.012840,0.138464,0.999785,-0.000914,-98.176569,462.114746,0.544816,-26.820740,420
351,-0.026635,0.017607,0.999846,-0.000021,-98.203204,462.132354,0.544732,-26.820761,457
352,-0.384885,0.033745,1.000310,-0.007599,-98.588089,462.166099,0.544901,-26.828361,296
353,-0.371427,0.328640,1.000293,-0.019427,-98.959516,462.494739,0.545060,-26.847788,458
354,0.028226,-0.080802,0.999971,0.003170,-98.931290,462.413937,0.545045,-26.844618,463
355,-0.267836,-0.051057,1.000201,-0.001892,-99.199126,462.362880,0.545155,-26.846510,471
356,-0.210278,-0.123884,1.000213,0.003862,-99.409404,462.238996,0.545271,-26.842648,469
357,-0.115367,-0.094071,1.000060,0.007798,-99.524771,462.144925,0.545304,-26.834849,482
358,-0.107563,-0.025558,0.999955,0.000337,-99.632334,462.119367,0.545279,-26.834512,480
359,-0.022034,0.015574,1.000075,-0.002582,-99.654368,462.134941,0.545320,-26.837095,479
360,0.240497,-0.107105,0.999787,0.014733,-99.413871,462.027836,0.545204,-26.822362,438
361,-0.192280,-0.121460,1.000263,0.007261,-99.606151,461.906376,0.545347,-26.815100,457
362,0.435579,-0.145923,0.999254,0.016878,-99.170572,461.760453,0.544941,-26.798222,404
363,-1.404668,-2.990384,1.007737,0.098092,-100.575241,458.770069,0.549157,-26.700130,42
364,-0.812823,-0.090182,1.000498,0.000962,-101.388064,458.679887,0.549430,-26.699169,248
365,-0.971217,-0.349025,1.001307,0.008767,-102.359281,458.330862,0.550148,-26.690402,233
366,-0.012912,0.002008,1.000010,-0.000641,-102.372193,458.332870,0.550154,-26.691042,500
367,-16.747394,0.220913,0.999796,-0.010128,-119.119587,458.553782,0.550041,-26.701171,191
368,-0.002222,-0.001269,1.000002,0.000051,-119.121809,458.552514,0.550042,-26.701120,500
369,-0.038477,0.598989,0.999511,-0.039100,-119.160286,459.151503,0.549773,-26.740220,176
370,-0.323167,0.013082,1.000298,0.004612,-119.483454,459.164585,0.549937,-26.735608,239
371,-0.618707,-0.185985,1.000841,0.007162,-120.102160,458.978600,0.550400,-26.728446,215
372,-0.407943,-0.491372,1.000243,0.042397,-120.510104,458.487228,0.550533,-26.686049,265
373,-0.939100,0.184531,1.000874,-0.025747,-121.449204,458.671759,0.551014,-26.711796,223
374,-10.462101,0.127466,1.001828,-0.107045,-131.911305,458.799226,0.552022,-26.818841,216
375,-7.439143,-0.303071,0.999459,0.078593,-139.350448,458.496155,0.551723,-26.740248,163
376,-0.600710,-0.059286,1.000471,-0.006208,-139.951158,458.436869,0.551983,-26.746455,257
377,-0.696862,-0.197965,1.000709,0.002377,-140.648019,458.238904,0.552374,-26.744078,260
378,-0.301364,0.122879,1.000027,-0.004574,-140.949384,458.361782,0.552389,-26.748652,249
379,-2.034591,-2.694458,1.002994,0.159403,-142.983974,455.667324,0.554043,-26.589249,329
380,-1.088535,-1.247300,1.001257,0.084850,-144.072510,454.420024,0.554739,-26.504399,434
381,-0.763749,-0.334946,1.000653,0.014727,-144.836259,454.085079,0.555102,-26.489672,495
382,0.023842,-0.011274,1.000154,-0.000575,-144.812417,454.073805,0.555187,-26.490247,497
383,-0.019748,0.097461,1.000057,-0.008848,-144.832165,454.171266,0.555219,-26.499095,500
384,0.546589,0.595783,0.999608,-0.046684,-144.285576,454.767049,0.555001,-26.545779,499
385,0.265794,0.167955,0.999942,-0.017140,-144.019782,454.935005,0.554969,-26.562919,499
386,-0.001112,-0.000793,1.000000,0.000041,-144.020894,454.934212,0.554969,-26.562878,500
387,0.626641,1.310314,0.999337,-0.098768,-143.394253,456.244526,0.554601,-26.661647,456
388,0.278557,0.578330,0.999928,-0.062280,-143.115696,456.822856,0.554561,-26.723926,482
389,0.430054,0.738500,0.999567,-0.065297,-142.685642,457.561356,0.554321,-26.789223,456
390,0.966694,0.879287,0.998907,-0.064209,-141.718948,458.440643,0.553715,-26.853432,474
391,0.143789,0.214868,1.000105,-0.027804,-141.575159,458.655511,0.553773,-26.881236,489
